season,season_id,division_id,competition_phase,game_id,game_date,periods,team_id,team,opponent_id,opponent,home_away,source_url,field_goals_made,field_goals_missed,field_goals_attempted,field_goals,field_goals_percentage,two_pointers_made,two_pointers_missed,two_pointers_attempted,two_pointers,two_pointers_percentage,three_pointers_made,three_pointers_missed,three_pointers_attempted,three_pointers,three_pointers_percentage,free_throws_made,free_throws_missed,free_throws_attempted,free_throws,free_throws_percentage,won_score,total_won_score,lost_score,total_lost_score,rebounds,defensive_rebounds,offensive_rebounds,defensive_fouls,offensive_fouls,personal_fouls,fouls,assists,steals,blocks,turnovers,points_in_paint,second_chance_points,fast_break_points,source_json
2025-26,2,9,regular_season,1401,2025-11-23,4,5,桃園台啤永豐雲豹,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1401/stats,34,49,83,34/83,41.0,21,31,52,21/52,40.4,13,18,31,13/31,41.9,19,10,29,19/29,65.5,100,100,77,77,62,40,22,16,1,16,17,25,5,5,13,34,19,8,"{""field_goals_made"":34,""field_goals_missed"":49,""field_goals_attempted"":83,""field_goals"":""34/83"",""field_goals_percentage"":""41.0"",""two_pointers_made"":21,""two_pointers_missed"":31,""two_pointers_attempted"":52,""two_pointers"":""21/52"",""two_pointers_percentage"":""40.4"",""three_pointers_made"":13,""three_pointers_missed"":18,""three_pointers_attempted"":31,""three_pointers"":""13/31"",""three_pointers_percentage"":""41.9"",""free_throws_made"":19,""free_throws_missed"":10,""free_throws_attempted"":29,""free_throws"":""19/29"",""free_throws_percentage"":""65.5"",""won_score"":100,""total_won_score"":100,""lost_score"":77,""total_lost_score"":77,""rebounds"":62,""defensive_rebounds"":40,""offensive_rebounds"":22,""defensive_fouls"":16,""offensive_fouls"":1,""personal_fouls"":16,""fouls"":17,""assists"":25,""steals"":5,""blocks"":5,""turnovers"":13,""points_in_paint"":34,""second_chance_points"":19,""fast_break_points"":8}"
2025-26,2,9,regular_season,1401,2025-11-23,4,6,新北中信特攻,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1401/stats,30,50,80,30/80,37.5,21,25,46,21/46,45.7,9,25,34,9/34,26.5,8,5,13,8/13,61.5,77,77,100,100,42,30,12,20,1,21,21,18,5,7,13,38,9,2,"{""field_goals_made"":30,""field_goals_missed"":50,""field_goals_attempted"":80,""field_goals"":""30/80"",""field_goals_percentage"":""37.5"",""two_pointers_made"":21,""two_pointers_missed"":25,""two_pointers_attempted"":46,""two_pointers"":""21/46"",""two_pointers_percentage"":""45.7"",""three_pointers_made"":9,""three_pointers_missed"":25,""three_pointers_attempted"":34,""three_pointers"":""9/34"",""three_pointers_percentage"":""26.5"",""free_throws_made"":8,""free_throws_missed"":5,""free_throws_attempted"":13,""free_throws"":""8/13"",""free_throws_percentage"":""61.5"",""won_score"":77,""total_won_score"":77,""lost_score"":100,""total_lost_score"":100,""rebounds"":42,""defensive_rebounds"":30,""offensive_rebounds"":12,""defensive_fouls"":20,""offensive_fouls"":1,""personal_fouls"":21,""fouls"":21,""assists"":18,""steals"":5,""blocks"":7,""turnovers"":13,""points_in_paint"":38,""second_chance_points"":9,""fast_break_points"":2}"
2025-26,2,9,regular_season,1402,2025-12-03,4,8,臺北台新戰神,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1402/stats,32,49,81,32/81,39.5,22,25,47,22/47,46.8,10,24,34,10/34,29.4,26,10,36,26/36,72.2,100,100,98,98,54,39,15,22,0,21,22,15,11,2,15,44,13,9,"{""field_goals_made"":32,""field_goals_missed"":49,""field_goals_attempted"":81,""field_goals"":""32/81"",""field_goals_percentage"":""39.5"",""two_pointers_made"":22,""two_pointers_missed"":25,""two_pointers_attempted"":47,""two_pointers"":""22/47"",""two_pointers_percentage"":""46.8"",""three_pointers_made"":10,""three_pointers_missed"":24,""three_pointers_attempted"":34,""three_pointers"":""10/34"",""three_pointers_percentage"":""29.4"",""free_throws_made"":26,""free_throws_missed"":10,""free_throws_attempted"":36,""free_throws"":""26/36"",""free_throws_percentage"":""72.2"",""won_score"":100,""total_won_score"":100,""lost_score"":98,""total_lost_score"":98,""rebounds"":54,""defensive_rebounds"":39,""offensive_rebounds"":15,""defensive_fouls"":22,""offensive_fouls"":0,""personal_fouls"":21,""fouls"":22,""assists"":15,""steals"":11,""blocks"":2,""turnovers"":15,""points_in_paint"":44,""second_chance_points"":13,""fast_break_points"":9}"
2025-26,2,9,regular_season,1402,2025-12-03,4,4,新竹御嵿攻城獅,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1402/stats,32,51,83,32/83,38.6,21,24,45,21/45,46.7,11,27,38,11/38,28.9,23,5,28,23/28,82.1,98,98,100,100,51,38,13,24,2,26,26,24,8,1,16,36,10,21,"{""field_goals_made"":32,""field_goals_missed"":51,""field_goals_attempted"":83,""field_goals"":""32/83"",""field_goals_percentage"":""38.6"",""two_pointers_made"":21,""two_pointers_missed"":24,""two_pointers_attempted"":45,""two_pointers"":""21/45"",""two_pointers_percentage"":""46.7"",""three_pointers_made"":11,""three_pointers_missed"":27,""three_pointers_attempted"":38,""three_pointers"":""11/38"",""three_pointers_percentage"":""28.9"",""free_throws_made"":23,""free_throws_missed"":5,""free_throws_attempted"":28,""free_throws"":""23/28"",""free_throws_percentage"":""82.1"",""won_score"":98,""total_won_score"":98,""lost_score"":100,""total_lost_score"":100,""rebounds"":51,""defensive_rebounds"":38,""offensive_rebounds"":13,""defensive_fouls"":24,""offensive_fouls"":2,""personal_fouls"":26,""fouls"":26,""assists"":24,""steals"":8,""blocks"":1,""turnovers"":16,""points_in_paint"":36,""second_chance_points"":10,""fast_break_points"":21}"
2025-26,2,9,regular_season,1403,2025-12-06,4,5,桃園台啤永豐雲豹,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1403/stats,35,49,84,35/84,41.7,25,26,51,25/51,49.0,10,23,33,10/33,30.3,16,4,20,16/20,80.0,96,96,94,94,53,36,17,23,1,23,24,26,9,6,18,40,16,17,"{""field_goals_made"":35,""field_goals_missed"":49,""field_goals_attempted"":84,""field_goals"":""35/84"",""field_goals_percentage"":""41.7"",""two_pointers_made"":25,""two_pointers_missed"":26,""two_pointers_attempted"":51,""two_pointers"":""25/51"",""two_pointers_percentage"":""49.0"",""three_pointers_made"":10,""three_pointers_missed"":23,""three_pointers_attempted"":33,""three_pointers"":""10/33"",""three_pointers_percentage"":""30.3"",""free_throws_made"":16,""free_throws_missed"":4,""free_throws_attempted"":20,""free_throws"":""16/20"",""free_throws_percentage"":""80.0"",""won_score"":96,""total_won_score"":96,""lost_score"":94,""total_lost_score"":94,""rebounds"":53,""defensive_rebounds"":36,""offensive_rebounds"":17,""defensive_fouls"":23,""offensive_fouls"":1,""personal_fouls"":23,""fouls"":24,""assists"":26,""steals"":9,""blocks"":6,""turnovers"":18,""points_in_paint"":40,""second_chance_points"":16,""fast_break_points"":17}"
2025-26,2,9,regular_season,1403,2025-12-06,4,4,新竹御嵿攻城獅,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1403/stats,35,55,90,35/90,38.9,30,34,64,30/64,46.9,5,21,26,5/26,19.2,19,6,25,19/25,76.0,94,94,96,96,55,33,22,19,0,19,19,18,7,1,14,46,19,4,"{""field_goals_made"":35,""field_goals_missed"":55,""field_goals_attempted"":90,""field_goals"":""35/90"",""field_goals_percentage"":""38.9"",""two_pointers_made"":30,""two_pointers_missed"":34,""two_pointers_attempted"":64,""two_pointers"":""30/64"",""two_pointers_percentage"":""46.9"",""three_pointers_made"":5,""three_pointers_missed"":21,""three_pointers_attempted"":26,""three_pointers"":""5/26"",""three_pointers_percentage"":""19.2"",""free_throws_made"":19,""free_throws_missed"":6,""free_throws_attempted"":25,""free_throws"":""19/25"",""free_throws_percentage"":""76.0"",""won_score"":94,""total_won_score"":94,""lost_score"":96,""total_lost_score"":96,""rebounds"":55,""defensive_rebounds"":33,""offensive_rebounds"":22,""defensive_fouls"":19,""offensive_fouls"":0,""personal_fouls"":19,""fouls"":19,""assists"":18,""steals"":7,""blocks"":1,""turnovers"":14,""points_in_paint"":46,""second_chance_points"":19,""fast_break_points"":4}"
2025-26,2,9,regular_season,1404,2025-12-06,4,8,臺北台新戰神,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1404/stats,33,43,76,33/76,43.4,25,20,45,25/45,55.6,8,23,31,8/31,25.8,30,5,35,30/35,85.7,104,104,108,108,38,25,13,24,1,25,25,22,13,3,21,46,15,15,"{""field_goals_made"":33,""field_goals_missed"":43,""field_goals_attempted"":76,""field_goals"":""33/76"",""field_goals_percentage"":""43.4"",""two_pointers_made"":25,""two_pointers_missed"":20,""two_pointers_attempted"":45,""two_pointers"":""25/45"",""two_pointers_percentage"":""55.6"",""three_pointers_made"":8,""three_pointers_missed"":23,""three_pointers_attempted"":31,""three_pointers"":""8/31"",""three_pointers_percentage"":""25.8"",""free_throws_made"":30,""free_throws_missed"":5,""free_throws_attempted"":35,""free_throws"":""30/35"",""free_throws_percentage"":""85.7"",""won_score"":104,""total_won_score"":104,""lost_score"":108,""total_lost_score"":108,""rebounds"":38,""defensive_rebounds"":25,""offensive_rebounds"":13,""defensive_fouls"":24,""offensive_fouls"":1,""personal_fouls"":25,""fouls"":25,""assists"":22,""steals"":13,""blocks"":3,""turnovers"":21,""points_in_paint"":46,""second_chance_points"":15,""fast_break_points"":15}"
2025-26,2,9,regular_season,1404,2025-12-06,4,6,新北中信特攻,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1404/stats,42,39,81,42/81,51.9,35,20,55,35/55,63.6,7,19,26,7/26,26.9,17,9,26,17/26,65.4,108,108,104,104,44,29,15,28,1,28,29,26,12,2,18,64,15,21,"{""field_goals_made"":42,""field_goals_missed"":39,""field_goals_attempted"":81,""field_goals"":""42/81"",""field_goals_percentage"":""51.9"",""two_pointers_made"":35,""two_pointers_missed"":20,""two_pointers_attempted"":55,""two_pointers"":""35/55"",""two_pointers_percentage"":""63.6"",""three_pointers_made"":7,""three_pointers_missed"":19,""three_pointers_attempted"":26,""three_pointers"":""7/26"",""three_pointers_percentage"":""26.9"",""free_throws_made"":17,""free_throws_missed"":9,""free_throws_attempted"":26,""free_throws"":""17/26"",""free_throws_percentage"":""65.4"",""won_score"":108,""total_won_score"":108,""lost_score"":104,""total_lost_score"":104,""rebounds"":44,""defensive_rebounds"":29,""offensive_rebounds"":15,""defensive_fouls"":28,""offensive_fouls"":1,""personal_fouls"":28,""fouls"":29,""assists"":26,""steals"":12,""blocks"":2,""turnovers"":18,""points_in_paint"":64,""second_chance_points"":15,""fast_break_points"":21}"
2025-26,2,9,regular_season,1405,2025-12-07,4,5,桃園台啤永豐雲豹,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1405/stats,36,44,80,36/80,45.0,22,25,47,22/47,46.8,14,19,33,14/33,42.4,19,5,24,19/24,79.2,105,105,92,92,52,39,13,20,1,21,21,21,7,8,13,40,7,13,"{""field_goals_made"":36,""field_goals_missed"":44,""field_goals_attempted"":80,""field_goals"":""36/80"",""field_goals_percentage"":""45.0"",""two_pointers_made"":22,""two_pointers_missed"":25,""two_pointers_attempted"":47,""two_pointers"":""22/47"",""two_pointers_percentage"":""46.8"",""three_pointers_made"":14,""three_pointers_missed"":19,""three_pointers_attempted"":33,""three_pointers"":""14/33"",""three_pointers_percentage"":""42.4"",""free_throws_made"":19,""free_throws_missed"":5,""free_throws_attempted"":24,""free_throws"":""19/24"",""free_throws_percentage"":""79.2"",""won_score"":105,""total_won_score"":105,""lost_score"":92,""total_lost_score"":92,""rebounds"":52,""defensive_rebounds"":39,""offensive_rebounds"":13,""defensive_fouls"":20,""offensive_fouls"":1,""personal_fouls"":21,""fouls"":21,""assists"":21,""steals"":7,""blocks"":8,""turnovers"":13,""points_in_paint"":40,""second_chance_points"":7,""fast_break_points"":13}"
2025-26,2,9,regular_season,1405,2025-12-07,4,3,福爾摩沙夢想家,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/1405/stats,34,55,89,34/89,38.2,25,22,47,25/47,53.2,9,33,42,9/42,21.4,15,8,23,15/23,65.2,92,92,105,105,54,33,21,21,2,22,23,14,8,6,12,44,17,6,"{""field_goals_made"":34,""field_goals_missed"":55,""field_goals_attempted"":89,""field_goals"":""34/89"",""field_goals_percentage"":""38.2"",""two_pointers_made"":25,""two_pointers_missed"":22,""two_pointers_attempted"":47,""two_pointers"":""25/47"",""two_pointers_percentage"":""53.2"",""three_pointers_made"":9,""three_pointers_missed"":33,""three_pointers_attempted"":42,""three_pointers"":""9/42"",""three_pointers_percentage"":""21.4"",""free_throws_made"":15,""free_throws_missed"":8,""free_throws_attempted"":23,""free_throws"":""15/23"",""free_throws_percentage"":""65.2"",""won_score"":92,""total_won_score"":92,""lost_score"":105,""total_lost_score"":105,""rebounds"":54,""defensive_rebounds"":33,""offensive_rebounds"":21,""defensive_fouls"":21,""offensive_fouls"":2,""personal_fouls"":22,""fouls"":23,""assists"":14,""steals"":8,""blocks"":6,""turnovers"":12,""points_in_paint"":44,""second_chance_points"":17,""fast_break_points"":6}"
2025-26,2,9,regular_season,1406,2025-12-07,5,8,臺北台新戰神,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1406/stats,35,39,74,35/74,47.3,27,22,49,27/49,55.1,8,17,25,8/25,32.0,18,10,28,18/28,64.3,96,96,91,91,52,40,12,19,3,20,22,21,11,2,30,54,12,4,"{""field_goals_made"":35,""field_goals_missed"":39,""field_goals_attempted"":74,""field_goals"":""35/74"",""field_goals_percentage"":""47.3"",""two_pointers_made"":27,""two_pointers_missed"":22,""two_pointers_attempted"":49,""two_pointers"":""27/49"",""two_pointers_percentage"":""55.1"",""three_pointers_made"":8,""three_pointers_missed"":17,""three_pointers_attempted"":25,""three_pointers"":""8/25"",""three_pointers_percentage"":""32.0"",""free_throws_made"":18,""free_throws_missed"":10,""free_throws_attempted"":28,""free_throws"":""18/28"",""free_throws_percentage"":""64.3"",""won_score"":96,""total_won_score"":96,""lost_score"":91,""total_lost_score"":91,""rebounds"":52,""defensive_rebounds"":40,""offensive_rebounds"":12,""defensive_fouls"":19,""offensive_fouls"":3,""personal_fouls"":20,""fouls"":22,""assists"":21,""steals"":11,""blocks"":2,""turnovers"":30,""points_in_paint"":54,""second_chance_points"":12,""fast_break_points"":4}"
2025-26,2,9,regular_season,1406,2025-12-07,5,2,高雄全家海神,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1406/stats,32,53,85,32/85,37.6,22,20,42,22/42,52.4,10,33,43,10/43,23.3,17,7,24,17/24,70.8,91,91,96,96,45,30,15,23,0,23,23,20,15,1,22,44,15,13,"{""field_goals_made"":32,""field_goals_missed"":53,""field_goals_attempted"":85,""field_goals"":""32/85"",""field_goals_percentage"":""37.6"",""two_pointers_made"":22,""two_pointers_missed"":20,""two_pointers_attempted"":42,""two_pointers"":""22/42"",""two_pointers_percentage"":""52.4"",""three_pointers_made"":10,""three_pointers_missed"":33,""three_pointers_attempted"":43,""three_pointers"":""10/43"",""three_pointers_percentage"":""23.3"",""free_throws_made"":17,""free_throws_missed"":7,""free_throws_attempted"":24,""free_throws"":""17/24"",""free_throws_percentage"":""70.8"",""won_score"":91,""total_won_score"":91,""lost_score"":96,""total_lost_score"":96,""rebounds"":45,""defensive_rebounds"":30,""offensive_rebounds"":15,""defensive_fouls"":23,""offensive_fouls"":0,""personal_fouls"":23,""fouls"":23,""assists"":20,""steals"":15,""blocks"":1,""turnovers"":22,""points_in_paint"":44,""second_chance_points"":15,""fast_break_points"":13}"
2025-26,2,9,regular_season,1407,2025-12-13,4,2,高雄全家海神,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1407/stats,36,42,78,36/78,46.2,25,25,50,25/50,50.0,11,17,28,11/28,39.3,16,2,18,16/18,88.9,99,99,89,89,33,22,11,23,3,25,26,21,12,0,12,44,11,9,"{""field_goals_made"":36,""field_goals_missed"":42,""field_goals_attempted"":78,""field_goals"":""36/78"",""field_goals_percentage"":""46.2"",""two_pointers_made"":25,""two_pointers_missed"":25,""two_pointers_attempted"":50,""two_pointers"":""25/50"",""two_pointers_percentage"":""50.0"",""three_pointers_made"":11,""three_pointers_missed"":17,""three_pointers_attempted"":28,""three_pointers"":""11/28"",""three_pointers_percentage"":""39.3"",""free_throws_made"":16,""free_throws_missed"":2,""free_throws_attempted"":18,""free_throws"":""16/18"",""free_throws_percentage"":""88.9"",""won_score"":99,""total_won_score"":99,""lost_score"":89,""total_lost_score"":89,""rebounds"":33,""defensive_rebounds"":22,""offensive_rebounds"":11,""defensive_fouls"":23,""offensive_fouls"":3,""personal_fouls"":25,""fouls"":26,""assists"":21,""steals"":12,""blocks"":0,""turnovers"":12,""points_in_paint"":44,""second_chance_points"":11,""fast_break_points"":9}"
2025-26,2,9,regular_season,1407,2025-12-13,4,4,新竹御嵿攻城獅,2,高雄全家海神,away,https://api.tpbl.basketball/api/games/1407/stats,34,35,69,34/69,49.3,24,15,39,24/39,61.5,10,20,30,10/30,33.3,11,8,19,11/19,57.9,89,89,99,99,47,33,14,16,3,19,19,16,9,5,26,40,13,12,"{""field_goals_made"":34,""field_goals_missed"":35,""field_goals_attempted"":69,""field_goals"":""34/69"",""field_goals_percentage"":""49.3"",""two_pointers_made"":24,""two_pointers_missed"":15,""two_pointers_attempted"":39,""two_pointers"":""24/39"",""two_pointers_percentage"":""61.5"",""three_pointers_made"":10,""three_pointers_missed"":20,""three_pointers_attempted"":30,""three_pointers"":""10/30"",""three_pointers_percentage"":""33.3"",""free_throws_made"":11,""free_throws_missed"":8,""free_throws_attempted"":19,""free_throws"":""11/19"",""free_throws_percentage"":""57.9"",""won_score"":89,""total_won_score"":89,""lost_score"":99,""total_lost_score"":99,""rebounds"":47,""defensive_rebounds"":33,""offensive_rebounds"":14,""defensive_fouls"":16,""offensive_fouls"":3,""personal_fouls"":19,""fouls"":19,""assists"":16,""steals"":9,""blocks"":5,""turnovers"":26,""points_in_paint"":40,""second_chance_points"":13,""fast_break_points"":12}"
2025-26,2,9,regular_season,1408,2025-12-13,4,6,新北中信特攻,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1408/stats,32,46,78,32/78,41.0,26,28,54,26/54,48.1,6,18,24,6/24,25.0,15,9,24,15/24,62.5,85,85,75,75,61,45,16,12,2,14,14,17,6,6,20,44,16,12,"{""field_goals_made"":32,""field_goals_missed"":46,""field_goals_attempted"":78,""field_goals"":""32/78"",""field_goals_percentage"":""41.0"",""two_pointers_made"":26,""two_pointers_missed"":28,""two_pointers_attempted"":54,""two_pointers"":""26/54"",""two_pointers_percentage"":""48.1"",""three_pointers_made"":6,""three_pointers_missed"":18,""three_pointers_attempted"":24,""three_pointers"":""6/24"",""three_pointers_percentage"":""25.0"",""free_throws_made"":15,""free_throws_missed"":9,""free_throws_attempted"":24,""free_throws"":""15/24"",""free_throws_percentage"":""62.5"",""won_score"":85,""total_won_score"":85,""lost_score"":75,""total_lost_score"":75,""rebounds"":61,""defensive_rebounds"":45,""offensive_rebounds"":16,""defensive_fouls"":12,""offensive_fouls"":2,""personal_fouls"":14,""fouls"":14,""assists"":17,""steals"":6,""blocks"":6,""turnovers"":20,""points_in_paint"":44,""second_chance_points"":16,""fast_break_points"":12}"
2025-26,2,9,regular_season,1408,2025-12-13,4,5,桃園台啤永豐雲豹,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1408/stats,28,60,88,28/88,31.8,18,25,43,18/43,41.9,10,35,45,10/45,22.2,9,0,9,9/9,100.0,75,75,85,85,43,30,13,19,1,20,20,18,6,1,14,26,7,11,"{""field_goals_made"":28,""field_goals_missed"":60,""field_goals_attempted"":88,""field_goals"":""28/88"",""field_goals_percentage"":""31.8"",""two_pointers_made"":18,""two_pointers_missed"":25,""two_pointers_attempted"":43,""two_pointers"":""18/43"",""two_pointers_percentage"":""41.9"",""three_pointers_made"":10,""three_pointers_missed"":35,""three_pointers_attempted"":45,""three_pointers"":""10/45"",""three_pointers_percentage"":""22.2"",""free_throws_made"":9,""free_throws_missed"":0,""free_throws_attempted"":9,""free_throws"":""9/9"",""free_throws_percentage"":""100.0"",""won_score"":75,""total_won_score"":75,""lost_score"":85,""total_lost_score"":85,""rebounds"":43,""defensive_rebounds"":30,""offensive_rebounds"":13,""defensive_fouls"":19,""offensive_fouls"":1,""personal_fouls"":20,""fouls"":20,""assists"":18,""steals"":6,""blocks"":1,""turnovers"":14,""points_in_paint"":26,""second_chance_points"":7,""fast_break_points"":11}"
