season,season_id,division_id,competition_phase,game_id,game_date,periods,team_id,team,opponent_id,opponent,home_away,source_url,field_goals_made,field_goals_missed,field_goals_attempted,field_goals,field_goals_percentage,two_pointers_made,two_pointers_missed,two_pointers_attempted,two_pointers,two_pointers_percentage,three_pointers_made,three_pointers_missed,three_pointers_attempted,three_pointers,three_pointers_percentage,free_throws_made,free_throws_missed,free_throws_attempted,free_throws,free_throws_percentage,won_score,total_won_score,lost_score,total_lost_score,rebounds,defensive_rebounds,offensive_rebounds,defensive_fouls,offensive_fouls,personal_fouls,fouls,assists,steals,blocks,turnovers,points_in_paint,second_chance_points,fast_break_points,source_json
2025-26,2,12,playoffs,6317,2026-05-13,4,7,新北國王,5,桃園台啤永豐雲豹,away,https://api.tpbl.basketball/api/games/6317/stats,32,37,69,32/69,46.4,21,18,39,21/39,53.8,11,19,30,11/30,36.7,17,12,29,17/29,58.6,92,92,114,114,49,36,13,19,0,19,19,18,4,3,19,34,10,6,"{""field_goals_made"":32,""field_goals_missed"":37,""field_goals_attempted"":69,""field_goals"":""32/69"",""field_goals_percentage"":""46.4"",""two_pointers_made"":21,""two_pointers_missed"":18,""two_pointers_attempted"":39,""two_pointers"":""21/39"",""two_pointers_percentage"":""53.8"",""three_pointers_made"":11,""three_pointers_missed"":19,""three_pointers_attempted"":30,""three_pointers"":""11/30"",""three_pointers_percentage"":""36.7"",""free_throws_made"":17,""free_throws_missed"":12,""free_throws_attempted"":29,""free_throws"":""17/29"",""free_throws_percentage"":""58.6"",""won_score"":92,""total_won_score"":92,""lost_score"":114,""total_lost_score"":114,""rebounds"":49,""defensive_rebounds"":36,""offensive_rebounds"":13,""defensive_fouls"":19,""offensive_fouls"":0,""personal_fouls"":19,""fouls"":19,""assists"":18,""steals"":4,""blocks"":3,""turnovers"":19,""points_in_paint"":34,""second_chance_points"":10,""fast_break_points"":6}"
2025-26,2,12,playoffs,6318,2026-05-15,4,7,新北國王,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/6318/stats,40,44,84,40/84,47.6,26,24,50,26/50,52.0,14,20,34,14/34,41.2,10,5,15,10/15,66.7,104,104,102,102,47,31,16,27,0,27,27,27,10,5,16,48,19,17,"{""field_goals_made"":40,""field_goals_missed"":44,""field_goals_attempted"":84,""field_goals"":""40/84"",""field_goals_percentage"":""47.6"",""two_pointers_made"":26,""two_pointers_missed"":24,""two_pointers_attempted"":50,""two_pointers"":""26/50"",""two_pointers_percentage"":""52.0"",""three_pointers_made"":14,""three_pointers_missed"":20,""three_pointers_attempted"":34,""three_pointers"":""14/34"",""three_pointers_percentage"":""41.2"",""free_throws_made"":10,""free_throws_missed"":5,""free_throws_attempted"":15,""free_throws"":""10/15"",""free_throws_percentage"":""66.7"",""won_score"":104,""total_won_score"":104,""lost_score"":102,""total_lost_score"":102,""rebounds"":47,""defensive_rebounds"":31,""offensive_rebounds"":16,""defensive_fouls"":27,""offensive_fouls"":0,""personal_fouls"":27,""fouls"":27,""assists"":27,""steals"":10,""blocks"":5,""turnovers"":16,""points_in_paint"":48,""second_chance_points"":19,""fast_break_points"":17}"
2025-26,2,12,playoffs,6318,2026-05-15,4,5,桃園台啤永豐雲豹,7,新北國王,away,https://api.tpbl.basketball/api/games/6318/stats,31,47,78,31/78,39.7,19,24,43,19/43,44.2,12,23,35,12/35,34.3,28,9,37,28/37,75.7,102,102,104,104,49,31,18,16,1,17,17,22,12,1,16,26,20,8,"{""field_goals_made"":31,""field_goals_missed"":47,""field_goals_attempted"":78,""field_goals"":""31/78"",""field_goals_percentage"":""39.7"",""two_pointers_made"":19,""two_pointers_missed"":24,""two_pointers_attempted"":43,""two_pointers"":""19/43"",""two_pointers_percentage"":""44.2"",""three_pointers_made"":12,""three_pointers_missed"":23,""three_pointers_attempted"":35,""three_pointers"":""12/35"",""three_pointers_percentage"":""34.3"",""free_throws_made"":28,""free_throws_missed"":9,""free_throws_attempted"":37,""free_throws"":""28/37"",""free_throws_percentage"":""75.7"",""won_score"":102,""total_won_score"":102,""lost_score"":104,""total_lost_score"":104,""rebounds"":49,""defensive_rebounds"":31,""offensive_rebounds"":18,""defensive_fouls"":16,""offensive_fouls"":1,""personal_fouls"":17,""fouls"":17,""assists"":22,""steals"":12,""blocks"":1,""turnovers"":16,""points_in_paint"":26,""second_chance_points"":20,""fast_break_points"":8}"
2025-26,2,12,playoffs,6319,2026-05-17,4,7,新北國王,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/6319/stats,41,31,72,41/72,56.9,24,20,44,24/44,54.5,17,11,28,17/28,60.7,17,7,24,17/24,70.8,116,116,114,114,42,33,9,24,2,26,26,26,6,4,19,40,4,15,"{""field_goals_made"":41,""field_goals_missed"":31,""field_goals_attempted"":72,""field_goals"":""41/72"",""field_goals_percentage"":""56.9"",""two_pointers_made"":24,""two_pointers_missed"":20,""two_pointers_attempted"":44,""two_pointers"":""24/44"",""two_pointers_percentage"":""54.5"",""three_pointers_made"":17,""three_pointers_missed"":11,""three_pointers_attempted"":28,""three_pointers"":""17/28"",""three_pointers_percentage"":""60.7"",""free_throws_made"":17,""free_throws_missed"":7,""free_throws_attempted"":24,""free_throws"":""17/24"",""free_throws_percentage"":""70.8"",""won_score"":116,""total_won_score"":116,""lost_score"":114,""total_lost_score"":114,""rebounds"":42,""defensive_rebounds"":33,""offensive_rebounds"":9,""defensive_fouls"":24,""offensive_fouls"":2,""personal_fouls"":26,""fouls"":26,""assists"":26,""steals"":6,""blocks"":4,""turnovers"":19,""points_in_paint"":40,""second_chance_points"":4,""fast_break_points"":15}"
2025-26,2,12,playoffs,6319,2026-05-17,4,5,桃園台啤永豐雲豹,7,新北國王,away,https://api.tpbl.basketball/api/games/6319/stats,39,40,79,39/79,49.4,23,17,40,23/40,57.5,16,23,39,16/39,41.0,20,9,29,20/29,69.0,114,114,116,116,33,23,10,20,1,20,21,20,12,4,9,40,11,15,"{""field_goals_made"":39,""field_goals_missed"":40,""field_goals_attempted"":79,""field_goals"":""39/79"",""field_goals_percentage"":""49.4"",""two_pointers_made"":23,""two_pointers_missed"":17,""two_pointers_attempted"":40,""two_pointers"":""23/40"",""two_pointers_percentage"":""57.5"",""three_pointers_made"":16,""three_pointers_missed"":23,""three_pointers_attempted"":39,""three_pointers"":""16/39"",""three_pointers_percentage"":""41.0"",""free_throws_made"":20,""free_throws_missed"":9,""free_throws_attempted"":29,""free_throws"":""20/29"",""free_throws_percentage"":""69.0"",""won_score"":114,""total_won_score"":114,""lost_score"":116,""total_lost_score"":116,""rebounds"":33,""defensive_rebounds"":23,""offensive_rebounds"":10,""defensive_fouls"":20,""offensive_fouls"":1,""personal_fouls"":20,""fouls"":21,""assists"":20,""steals"":12,""blocks"":4,""turnovers"":9,""points_in_paint"":40,""second_chance_points"":11,""fast_break_points"":15}"
2025-26,2,12,playoffs,6033,2026-05-09,4,3,福爾摩沙夢想家,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/6033/stats,36,46,82,36/82,43.9,26,22,48,26/48,54.2,10,24,34,10/34,29.4,12,4,16,12/16,75.0,94,94,97,97,37,30,7,21,1,22,22,21,7,3,9,50,8,6,"{""field_goals_made"":36,""field_goals_missed"":46,""field_goals_attempted"":82,""field_goals"":""36/82"",""field_goals_percentage"":""43.9"",""two_pointers_made"":26,""two_pointers_missed"":22,""two_pointers_attempted"":48,""two_pointers"":""26/48"",""two_pointers_percentage"":""54.2"",""three_pointers_made"":10,""three_pointers_missed"":24,""three_pointers_attempted"":34,""three_pointers"":""10/34"",""three_pointers_percentage"":""29.4"",""free_throws_made"":12,""free_throws_missed"":4,""free_throws_attempted"":16,""free_throws"":""12/16"",""free_throws_percentage"":""75.0"",""won_score"":94,""total_won_score"":94,""lost_score"":97,""total_lost_score"":97,""rebounds"":37,""defensive_rebounds"":30,""offensive_rebounds"":7,""defensive_fouls"":21,""offensive_fouls"":1,""personal_fouls"":22,""fouls"":22,""assists"":21,""steals"":7,""blocks"":3,""turnovers"":9,""points_in_paint"":50,""second_chance_points"":8,""fast_break_points"":6}"
2025-26,2,12,playoffs,6033,2026-05-09,4,4,新竹御嵿攻城獅,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/6033/stats,35,37,72,35/72,48.6,25,18,43,25/43,58.1,10,19,29,10/29,34.5,17,7,24,17/24,70.8,97,97,94,94,46,38,8,16,2,18,18,24,4,3,15,38,8,4,"{""field_goals_made"":35,""field_goals_missed"":37,""field_goals_attempted"":72,""field_goals"":""35/72"",""field_goals_percentage"":""48.6"",""two_pointers_made"":25,""two_pointers_missed"":18,""two_pointers_attempted"":43,""two_pointers"":""25/43"",""two_pointers_percentage"":""58.1"",""three_pointers_made"":10,""three_pointers_missed"":19,""three_pointers_attempted"":29,""three_pointers"":""10/29"",""three_pointers_percentage"":""34.5"",""free_throws_made"":17,""free_throws_missed"":7,""free_throws_attempted"":24,""free_throws"":""17/24"",""free_throws_percentage"":""70.8"",""won_score"":97,""total_won_score"":97,""lost_score"":94,""total_lost_score"":94,""rebounds"":46,""defensive_rebounds"":38,""offensive_rebounds"":8,""defensive_fouls"":16,""offensive_fouls"":2,""personal_fouls"":18,""fouls"":18,""assists"":24,""steals"":4,""blocks"":3,""turnovers"":15,""points_in_paint"":38,""second_chance_points"":8,""fast_break_points"":4}"
2025-26,2,12,playoffs,6034,2026-05-12,4,3,福爾摩沙夢想家,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/6034/stats,29,49,78,29/78,37.2,20,25,45,20/45,44.4,9,24,33,9/33,27.3,16,4,20,16/20,80.0,83,83,61,61,60,41,19,23,0,22,23,17,8,5,13,34,6,4,"{""field_goals_made"":29,""field_goals_missed"":49,""field_goals_attempted"":78,""field_goals"":""29/78"",""field_goals_percentage"":""37.2"",""two_pointers_made"":20,""two_pointers_missed"":25,""two_pointers_attempted"":45,""two_pointers"":""20/45"",""two_pointers_percentage"":""44.4"",""three_pointers_made"":9,""three_pointers_missed"":24,""three_pointers_attempted"":33,""three_pointers"":""9/33"",""three_pointers_percentage"":""27.3"",""free_throws_made"":16,""free_throws_missed"":4,""free_throws_attempted"":20,""free_throws"":""16/20"",""free_throws_percentage"":""80.0"",""won_score"":83,""total_won_score"":83,""lost_score"":61,""total_lost_score"":61,""rebounds"":60,""defensive_rebounds"":41,""offensive_rebounds"":19,""defensive_fouls"":23,""offensive_fouls"":0,""personal_fouls"":22,""fouls"":23,""assists"":17,""steals"":8,""blocks"":5,""turnovers"":13,""points_in_paint"":34,""second_chance_points"":6,""fast_break_points"":4}"
2025-26,2,12,playoffs,6034,2026-05-12,4,4,新竹御嵿攻城獅,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/6034/stats,20,61,81,20/81,24.7,13,33,46,13/46,28.3,7,28,35,7/35,20.0,14,7,21,14/21,66.7,61,61,83,83,52,30,22,19,0,19,19,12,10,3,15,22,19,11,"{""field_goals_made"":20,""field_goals_missed"":61,""field_goals_attempted"":81,""field_goals"":""20/81"",""field_goals_percentage"":""24.7"",""two_pointers_made"":13,""two_pointers_missed"":33,""two_pointers_attempted"":46,""two_pointers"":""13/46"",""two_pointers_percentage"":""28.3"",""three_pointers_made"":7,""three_pointers_missed"":28,""three_pointers_attempted"":35,""three_pointers"":""7/35"",""three_pointers_percentage"":""20.0"",""free_throws_made"":14,""free_throws_missed"":7,""free_throws_attempted"":21,""free_throws"":""14/21"",""free_throws_percentage"":""66.7"",""won_score"":61,""total_won_score"":61,""lost_score"":83,""total_lost_score"":83,""rebounds"":52,""defensive_rebounds"":30,""offensive_rebounds"":22,""defensive_fouls"":19,""offensive_fouls"":0,""personal_fouls"":19,""fouls"":19,""assists"":12,""steals"":10,""blocks"":3,""turnovers"":15,""points_in_paint"":22,""second_chance_points"":19,""fast_break_points"":11}"
2025-26,2,12,playoffs,6035,2026-05-14,4,4,新竹御嵿攻城獅,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/6035/stats,34,38,72,34/72,47.2,22,16,38,22/38,57.9,12,22,34,12/34,35.3,26,7,33,26/33,78.8,106,106,114,114,42,30,12,21,2,21,23,26,5,3,17,42,9,17,"{""field_goals_made"":34,""field_goals_missed"":38,""field_goals_attempted"":72,""field_goals"":""34/72"",""field_goals_percentage"":""47.2"",""two_pointers_made"":22,""two_pointers_missed"":16,""two_pointers_attempted"":38,""two_pointers"":""22/38"",""two_pointers_percentage"":""57.9"",""three_pointers_made"":12,""three_pointers_missed"":22,""three_pointers_attempted"":34,""three_pointers"":""12/34"",""three_pointers_percentage"":""35.3"",""free_throws_made"":26,""free_throws_missed"":7,""free_throws_attempted"":33,""free_throws"":""26/33"",""free_throws_percentage"":""78.8"",""won_score"":106,""total_won_score"":106,""lost_score"":114,""total_lost_score"":114,""rebounds"":42,""defensive_rebounds"":30,""offensive_rebounds"":12,""defensive_fouls"":21,""offensive_fouls"":2,""personal_fouls"":21,""fouls"":23,""assists"":26,""steals"":5,""blocks"":3,""turnovers"":17,""points_in_paint"":42,""second_chance_points"":9,""fast_break_points"":17}"
2025-26,2,12,playoffs,6035,2026-05-14,4,3,福爾摩沙夢想家,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/6035/stats,39,37,76,39/76,51.3,29,13,42,29/42,69.0,10,24,34,10/34,29.4,26,6,32,26/32,81.3,114,114,106,106,38,30,8,28,2,30,30,28,11,3,14,52,9,14,"{""field_goals_made"":39,""field_goals_missed"":37,""field_goals_attempted"":76,""field_goals"":""39/76"",""field_goals_percentage"":""51.3"",""two_pointers_made"":29,""two_pointers_missed"":13,""two_pointers_attempted"":42,""two_pointers"":""29/42"",""two_pointers_percentage"":""69.0"",""three_pointers_made"":10,""three_pointers_missed"":24,""three_pointers_attempted"":34,""three_pointers"":""10/34"",""three_pointers_percentage"":""29.4"",""free_throws_made"":26,""free_throws_missed"":6,""free_throws_attempted"":32,""free_throws"":""26/32"",""free_throws_percentage"":""81.3"",""won_score"":114,""total_won_score"":114,""lost_score"":106,""total_lost_score"":106,""rebounds"":38,""defensive_rebounds"":30,""offensive_rebounds"":8,""defensive_fouls"":28,""offensive_fouls"":2,""personal_fouls"":30,""fouls"":30,""assists"":28,""steals"":11,""blocks"":3,""turnovers"":14,""points_in_paint"":52,""second_chance_points"":9,""fast_break_points"":14}"
2025-26,2,12,playoffs,6036,2026-05-16,4,4,新竹御嵿攻城獅,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/6036/stats,29,46,75,29/75,38.7,17,21,38,17/38,44.7,12,25,37,12/37,32.4,23,5,28,23/28,82.1,93,93,104,104,41,31,10,22,2,23,24,24,4,2,13,32,12,12,"{""field_goals_made"":29,""field_goals_missed"":46,""field_goals_attempted"":75,""field_goals"":""29/75"",""field_goals_percentage"":""38.7"",""two_pointers_made"":17,""two_pointers_missed"":21,""two_pointers_attempted"":38,""two_pointers"":""17/38"",""two_pointers_percentage"":""44.7"",""three_pointers_made"":12,""three_pointers_missed"":25,""three_pointers_attempted"":37,""three_pointers"":""12/37"",""three_pointers_percentage"":""32.4"",""free_throws_made"":23,""free_throws_missed"":5,""free_throws_attempted"":28,""free_throws"":""23/28"",""free_throws_percentage"":""82.1"",""won_score"":93,""total_won_score"":93,""lost_score"":104,""total_lost_score"":104,""rebounds"":41,""defensive_rebounds"":31,""offensive_rebounds"":10,""defensive_fouls"":22,""offensive_fouls"":2,""personal_fouls"":23,""fouls"":24,""assists"":24,""steals"":4,""blocks"":2,""turnovers"":13,""points_in_paint"":32,""second_chance_points"":12,""fast_break_points"":12}"
2025-26,2,12,playoffs,6036,2026-05-16,4,3,福爾摩沙夢想家,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/6036/stats,35,45,80,35/80,43.8,19,26,45,19/45,42.2,16,19,35,16/35,45.7,18,7,25,18/25,72.0,104,104,93,93,53,38,15,24,2,25,26,20,9,4,13,30,13,2,"{""field_goals_made"":35,""field_goals_missed"":45,""field_goals_attempted"":80,""field_goals"":""35/80"",""field_goals_percentage"":""43.8"",""two_pointers_made"":19,""two_pointers_missed"":26,""two_pointers_attempted"":45,""two_pointers"":""19/45"",""two_pointers_percentage"":""42.2"",""three_pointers_made"":16,""three_pointers_missed"":19,""three_pointers_attempted"":35,""three_pointers"":""16/35"",""three_pointers_percentage"":""45.7"",""free_throws_made"":18,""free_throws_missed"":7,""free_throws_attempted"":25,""free_throws"":""18/25"",""free_throws_percentage"":""72.0"",""won_score"":104,""total_won_score"":104,""lost_score"":93,""total_lost_score"":93,""rebounds"":53,""defensive_rebounds"":38,""offensive_rebounds"":15,""defensive_fouls"":24,""offensive_fouls"":2,""personal_fouls"":25,""fouls"":26,""assists"":20,""steals"":9,""blocks"":4,""turnovers"":13,""points_in_paint"":30,""second_chance_points"":13,""fast_break_points"":2}"
2025-26,2,35,finals,8635,2026-05-24,4,3,福爾摩沙夢想家,7,新北國王,home,https://api.tpbl.basketball/api/games/8635/stats,33,55,88,33/88,37.5,23,34,57,23/57,40.4,10,21,31,10/31,32.3,14,5,19,14/19,73.7,90,90,91,91,53,35,18,16,1,17,17,21,9,1,14,38,11,7,"{""field_goals_made"":33,""field_goals_missed"":55,""field_goals_attempted"":88,""field_goals"":""33/88"",""field_goals_percentage"":""37.5"",""two_pointers_made"":23,""two_pointers_missed"":34,""two_pointers_attempted"":57,""two_pointers"":""23/57"",""two_pointers_percentage"":""40.4"",""three_pointers_made"":10,""three_pointers_missed"":21,""three_pointers_attempted"":31,""three_pointers"":""10/31"",""three_pointers_percentage"":""32.3"",""free_throws_made"":14,""free_throws_missed"":5,""free_throws_attempted"":19,""free_throws"":""14/19"",""free_throws_percentage"":""73.7"",""won_score"":90,""total_won_score"":90,""lost_score"":91,""total_lost_score"":91,""rebounds"":53,""defensive_rebounds"":35,""offensive_rebounds"":18,""defensive_fouls"":16,""offensive_fouls"":1,""personal_fouls"":17,""fouls"":17,""assists"":21,""steals"":9,""blocks"":1,""turnovers"":14,""points_in_paint"":38,""second_chance_points"":11,""fast_break_points"":7}"
2025-26,2,35,finals,8635,2026-05-24,4,7,新北國王,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/8635/stats,31,44,75,31/75,41.3,18,18,36,18/36,50.0,13,26,39,13/39,33.3,16,3,19,16/19,84.2,91,91,90,90,47,36,11,17,1,17,18,14,6,5,19,31,4,8,"{""field_goals_made"":31,""field_goals_missed"":44,""field_goals_attempted"":75,""field_goals"":""31/75"",""field_goals_percentage"":""41.3"",""two_pointers_made"":18,""two_pointers_missed"":18,""two_pointers_attempted"":36,""two_pointers"":""18/36"",""two_pointers_percentage"":""50.0"",""three_pointers_made"":13,""three_pointers_missed"":26,""three_pointers_attempted"":39,""three_pointers"":""13/39"",""three_pointers_percentage"":""33.3"",""free_throws_made"":16,""free_throws_missed"":3,""free_throws_attempted"":19,""free_throws"":""16/19"",""free_throws_percentage"":""84.2"",""won_score"":91,""total_won_score"":91,""lost_score"":90,""total_lost_score"":90,""rebounds"":47,""defensive_rebounds"":36,""offensive_rebounds"":11,""defensive_fouls"":17,""offensive_fouls"":1,""personal_fouls"":17,""fouls"":18,""assists"":14,""steals"":6,""blocks"":5,""turnovers"":19,""points_in_paint"":31,""second_chance_points"":4,""fast_break_points"":8}"
2025-26,2,8,preseason,1496,2025-10-03,4,3,福爾摩沙夢想家,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/1496/stats,39,43,82,39/82,47.6,18,17,35,18/35,51.4,21,26,47,21/47,44.7,12,4,16,12/16,75.0,111,111,109,109,47,31,16,18,1,18,19,20,6,3,15,28,16,10,"{""field_goals_made"":39,""field_goals_missed"":43,""field_goals_attempted"":82,""field_goals"":""39/82"",""field_goals_percentage"":""47.6"",""two_pointers_made"":18,""two_pointers_missed"":17,""two_pointers_attempted"":35,""two_pointers"":""18/35"",""two_pointers_percentage"":""51.4"",""three_pointers_made"":21,""three_pointers_missed"":26,""three_pointers_attempted"":47,""three_pointers"":""21/47"",""three_pointers_percentage"":""44.7"",""free_throws_made"":12,""free_throws_missed"":4,""free_throws_attempted"":16,""free_throws"":""12/16"",""free_throws_percentage"":""75.0"",""won_score"":111,""total_won_score"":111,""lost_score"":109,""total_lost_score"":109,""rebounds"":47,""defensive_rebounds"":31,""offensive_rebounds"":16,""defensive_fouls"":18,""offensive_fouls"":1,""personal_fouls"":18,""fouls"":19,""assists"":20,""steals"":6,""blocks"":3,""turnovers"":15,""points_in_paint"":28,""second_chance_points"":16,""fast_break_points"":10}"
2025-26,2,8,preseason,1496,2025-10-03,4,6,新北中信特攻,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1496/stats,39,39,78,39/78,50.0,20,16,36,20/36,55.6,19,23,42,19/42,45.2,12,7,19,12/19,63.2,109,109,111,111,42,30,12,20,2,22,22,27,6,1,15,34,13,6,"{""field_goals_made"":39,""field_goals_missed"":39,""field_goals_attempted"":78,""field_goals"":""39/78"",""field_goals_percentage"":""50.0"",""two_pointers_made"":20,""two_pointers_missed"":16,""two_pointers_attempted"":36,""two_pointers"":""20/36"",""two_pointers_percentage"":""55.6"",""three_pointers_made"":19,""three_pointers_missed"":23,""three_pointers_attempted"":42,""three_pointers"":""19/42"",""three_pointers_percentage"":""45.2"",""free_throws_made"":12,""free_throws_missed"":7,""free_throws_attempted"":19,""free_throws"":""12/19"",""free_throws_percentage"":""63.2"",""won_score"":109,""total_won_score"":109,""lost_score"":111,""total_lost_score"":111,""rebounds"":42,""defensive_rebounds"":30,""offensive_rebounds"":12,""defensive_fouls"":20,""offensive_fouls"":2,""personal_fouls"":22,""fouls"":22,""assists"":27,""steals"":6,""blocks"":1,""turnovers"":15,""points_in_paint"":34,""second_chance_points"":13,""fast_break_points"":6}"
2025-26,2,11,play_in,6026,2026-05-05,4,7,新北國王,6,新北中信特攻,home,https://api.tpbl.basketball/api/games/6026/stats,40,42,82,40/82,48.8,23,24,47,23/47,48.9,17,18,35,17/35,48.6,5,1,6,5/6,83.3,102,102,86,86,51,42,9,20,0,20,20,22,4,2,12,36,16,9,"{""field_goals_made"":40,""field_goals_missed"":42,""field_goals_attempted"":82,""field_goals"":""40/82"",""field_goals_percentage"":""48.8"",""two_pointers_made"":23,""two_pointers_missed"":24,""two_pointers_attempted"":47,""two_pointers"":""23/47"",""two_pointers_percentage"":""48.9"",""three_pointers_made"":17,""three_pointers_missed"":18,""three_pointers_attempted"":35,""three_pointers"":""17/35"",""three_pointers_percentage"":""48.6"",""free_throws_made"":5,""free_throws_missed"":1,""free_throws_attempted"":6,""free_throws"":""5/6"",""free_throws_percentage"":""83.3"",""won_score"":102,""total_won_score"":102,""lost_score"":86,""total_lost_score"":86,""rebounds"":51,""defensive_rebounds"":42,""offensive_rebounds"":9,""defensive_fouls"":20,""offensive_fouls"":0,""personal_fouls"":20,""fouls"":20,""assists"":22,""steals"":4,""blocks"":2,""turnovers"":12,""points_in_paint"":36,""second_chance_points"":16,""fast_break_points"":9}"
2025-26,2,11,play_in,6026,2026-05-05,4,6,新北中信特攻,7,新北國王,away,https://api.tpbl.basketball/api/games/6026/stats,32,54,86,32/86,37.2,23,21,44,23/44,52.3,9,33,42,9/42,21.4,13,4,17,13/17,76.5,86,86,102,102,48,32,16,15,1,16,16,21,8,2,10,40,2,10,"{""field_goals_made"":32,""field_goals_missed"":54,""field_goals_attempted"":86,""field_goals"":""32/86"",""field_goals_percentage"":""37.2"",""two_pointers_made"":23,""two_pointers_missed"":21,""two_pointers_attempted"":44,""two_pointers"":""23/44"",""two_pointers_percentage"":""52.3"",""three_pointers_made"":9,""three_pointers_missed"":33,""three_pointers_attempted"":42,""three_pointers"":""9/42"",""three_pointers_percentage"":""21.4"",""free_throws_made"":13,""free_throws_missed"":4,""free_throws_attempted"":17,""free_throws"":""13/17"",""free_throws_percentage"":""76.5"",""won_score"":86,""total_won_score"":86,""lost_score"":102,""total_lost_score"":102,""rebounds"":48,""defensive_rebounds"":32,""offensive_rebounds"":16,""defensive_fouls"":15,""offensive_fouls"":1,""personal_fouls"":16,""fouls"":16,""assists"":21,""steals"":8,""blocks"":2,""turnovers"":10,""points_in_paint"":40,""second_chance_points"":2,""fast_break_points"":10}"
2025-26,2,35,finals,8636,2026-05-26,4,3,福爾摩沙夢想家,7,新北國王,home,https://api.tpbl.basketball/api/games/8636/stats,34,50,84,34/84,40.5,26,26,52,26/52,50.0,8,24,32,8/32,25.0,23,5,28,23/28,82.1,99,99,90,90,53,34,19,20,1,20,21,23,9,3,13,40,20,5,"{""field_goals_made"":34,""field_goals_missed"":50,""field_goals_attempted"":84,""field_goals"":""34/84"",""field_goals_percentage"":""40.5"",""two_pointers_made"":26,""two_pointers_missed"":26,""two_pointers_attempted"":52,""two_pointers"":""26/52"",""two_pointers_percentage"":""50.0"",""three_pointers_made"":8,""three_pointers_missed"":24,""three_pointers_attempted"":32,""three_pointers"":""8/32"",""three_pointers_percentage"":""25.0"",""free_throws_made"":23,""free_throws_missed"":5,""free_throws_attempted"":28,""free_throws"":""23/28"",""free_throws_percentage"":""82.1"",""won_score"":99,""total_won_score"":99,""lost_score"":90,""total_lost_score"":90,""rebounds"":53,""defensive_rebounds"":34,""offensive_rebounds"":19,""defensive_fouls"":20,""offensive_fouls"":1,""personal_fouls"":20,""fouls"":21,""assists"":23,""steals"":9,""blocks"":3,""turnovers"":13,""points_in_paint"":40,""second_chance_points"":20,""fast_break_points"":5}"
2025-26,2,35,finals,8636,2026-05-26,4,7,新北國王,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/8636/stats,31,38,69,31/69,44.9,18,21,39,18/39,46.2,13,17,30,13/30,43.3,15,5,20,15/20,75.0,90,90,99,99,39,32,7,20,2,21,22,17,6,2,19,30,5,6,"{""field_goals_made"":31,""field_goals_missed"":38,""field_goals_attempted"":69,""field_goals"":""31/69"",""field_goals_percentage"":""44.9"",""two_pointers_made"":18,""two_pointers_missed"":21,""two_pointers_attempted"":39,""two_pointers"":""18/39"",""two_pointers_percentage"":""46.2"",""three_pointers_made"":13,""three_pointers_missed"":17,""three_pointers_attempted"":30,""three_pointers"":""13/30"",""three_pointers_percentage"":""43.3"",""free_throws_made"":15,""free_throws_missed"":5,""free_throws_attempted"":20,""free_throws"":""15/20"",""free_throws_percentage"":""75.0"",""won_score"":90,""total_won_score"":90,""lost_score"":99,""total_lost_score"":99,""rebounds"":39,""defensive_rebounds"":32,""offensive_rebounds"":7,""defensive_fouls"":20,""offensive_fouls"":2,""personal_fouls"":21,""fouls"":22,""assists"":17,""steals"":6,""blocks"":2,""turnovers"":19,""points_in_paint"":30,""second_chance_points"":5,""fast_break_points"":6}"
