game_id,team_id,player_id,source_seconds,rotation_seconds,residual_seconds,within_one_second
1393,4,88,756.0,756.0,0.0,True
1393,4,90,1234.0,1234.0,0.0,True
1393,6,10877,2069.0,2069.0,0.0,True
1393,6,39,722.0,722.0,0.0,True
1393,6,40,2325.0,2325.0,0.0,True
1393,6,10880,1916.0,1916.0,0.0,True
1393,6,113,374.0,374.0,0.0,True
1393,6,43,1718.0,1718.0,0.0,True
1393,6,10881,1520.0,1405.0,-115.0,False
1393,6,8889,2296.0,2296.0,0.0,True
1393,6,44,514.0,514.0,0.0,True
1393,6,10879,910.0,910.0,0.0,True
1393,6,47,36.0,36.0,0.0,True
1394,8,10870,2140.0,2140.0,0.0,True
1394,8,10863,740.0,740.0,0.0,True
1394,8,2,439.0,439.0,0.0,True
1394,8,10864,45.0,45.0,0.0,True
1394,8,3,308.0,308.0,0.0,True
1394,8,4,1672.0,1672.0,0.0,True
1394,8,5,45.0,45.0,0.0,True
1394,8,10865,1569.0,1569.0,0.0,True
1394,8,7,45.0,45.0,0.0,True
1394,8,10867,1453.0,1453.0,0.0,True
1394,8,14,1640.0,1640.0,0.0,True
1394,8,10868,2057.0,2057.0,0.0,True
1394,8,10,2247.0,2247.0,0.0,True
1394,7,29,2286.0,2286.0,0.0,True
1394,7,22,1108.0,1108.0,0.0,True
1394,7,23,123.0,123.0,0.0,True
1394,7,10872,2094.0,2094.0,0.0,True
1394,7,28,161.0,161.0,0.0,True
1394,7,10876,1874.0,1874.0,0.0,True
1394,7,24,1422.0,1422.0,0.0,True
1394,7,25,1004.0,1004.0,0.0,True
1394,7,10874,603.0,603.0,0.0,True
1394,7,32,1767.0,1767.0,0.0,True
1394,7,34,1958.0,1958.0,0.0,True
1395,4,10887,2470.0,2470.0,0.0,True
1395,4,5948,1230.0,1230.0,0.0,True
1395,4,75,1569.0,1569.0,0.0,True
1395,4,76,2033.0,2033.0,0.0,True
1395,4,10885,1116.0,1116.0,0.0,True
1395,4,82,1283.0,1283.0,0.0,True
1395,4,87,388.0,388.0,0.0,True
1395,4,10888,2060.0,2060.0,0.0,True
1395,4,88,923.0,923.0,0.0,True
1395,4,90,1328.0,1328.0,0.0,True
1395,2,12668,1681.0,1681.0,0.0,True
1395,2,45,2270.0,2270.0,0.0,True
1395,2,10893,2126.0,2126.0,0.0,True
1395,2,118,1322.0,1322.0,0.0,True
1395,2,119,1178.0,1178.0,0.0,True
1395,2,10891,238.0,238.0,0.0,True
1395,2,12908,1953.0,1953.0,0.0,True
1395,2,121,1903.0,1903.0,0.0,True
1395,2,122,893.0,893.0,0.0,True
1395,2,123,836.0,836.0,0.0,True
1396,8,10870,2111.0,2111.0,0.0,True
1396,8,1,1088.0,1088.0,0.0,True
1396,8,10863,0.0,,,False
1396,8,4,1157.0,1157.0,0.0,True
1396,8,10869,1734.0,1734.0,0.0,True
1396,8,5,1265.0,1265.0,0.0,True
1396,8,10865,992.0,992.0,0.0,True
1396,8,14,2003.0,2003.0,0.0,True
1396,8,10868,1915.0,1915.0,0.0,True
1396,8,10,1838.0,1838.0,0.0,True
1396,8,11,297.0,297.0,0.0,True
1396,5,54,1789.0,1789.0,0.0,True
1396,5,10884,304.0,304.0,0.0,True
1396,5,10860,1293.0,1293.0,0.0,True
1396,5,57,1605.0,1605.0,0.0,True
1396,5,58,1383.0,1383.0,0.0,True
1396,5,62,1524.0,1524.0,0.0,True
1396,5,68,2062.0,2062.0,0.0,True
1396,5,3129,873.0,873.0,0.0,True
1396,5,10861,2342.0,2342.0,0.0,True
1396,5,12,1162.0,1162.0,0.0,True
1396,5,64,63.0,63.0,0.0,True
1397,5,54,1980.0,1980.0,0.0,True
1397,5,10884,876.0,876.0,0.0,True
1397,5,10860,1359.0,1359.0,0.0,True
1397,5,56,235.0,235.0,0.0,True
1397,5,57,868.0,868.0,0.0,True
1397,5,58,1995.0,1995.0,0.0,True
1397,5,16,2021.0,2021.0,0.0,True
1397,5,62,1157.0,1157.0,0.0,True
1397,5,68,1986.0,1986.0,0.0,True
1397,5,3129,246.0,246.0,0.0,True
1397,5,12,1529.0,1529.0,0.0,True
1397,5,64,148.0,148.0,0.0,True
1397,2,108,478.0,478.0,0.0,True
1397,2,12668,1379.0,1379.0,0.0,True
1397,2,110,1501.0,1501.0,0.0,True
1397,2,45,1676.0,1676.0,0.0,True
1397,2,116,226.0,226.0,0.0,True
1397,2,118,2529.0,2529.0,0.0,True
1397,2,119,218.0,218.0,0.0,True
1397,2,10891,148.0,148.0,0.0,True
1397,2,12908,2430.0,2430.0,0.0,True
1397,2,121,319.0,319.0,0.0,True
1397,2,122,859.0,859.0,0.0,True
